instruction_id,genre_raw,genre_candidates,genre_candidate_labels,genre_norm,reason
19cTexts_1820-29_MothWMA_batch54,Ballad,"[""ballad""]",[],other,no top-label rule matched
11175_31922_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
8494_16683_0,,[],[],other,missing genre_raw
1883_126091_1,Reflection/Descriptive prose,"[""reflection"", ""descriptive prose""]",[],other,no top-label rule matched
271_54095_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
14904_53617_0,Legal document or constitution,"[""legal document or constitution""]",[],other,no top-label rule matched
9824_25114_0,,[],[],other,missing genre_raw
12276_40117_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
19cTexts_1830-39_DibdTRL_batch134,,[],[],other,missing genre_raw
2370_38718_0,Adventure/Children's Literature,"[""adventure"", ""children s literature""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
8074_14158_0,Nonfiction,"[""nonfiction""]",[],other,no top-label rule matched
2324_106150_1,,[],[],other,missing genre_raw
4394_133513_0,Epistolary literature,"[""epistolary literature""]",[],other,no top-label rule matched
4085_104623_0,,[],[],other,missing genre_raw
11207_32262_0,Political or patriotic speech,"[""political or patriotic speech""]",[],other,no top-label rule matched
7381_42565_0,"Drama, psychological fiction","[""drama"", ""psychological fiction""]","[""drama"", ""general_fiction""]",drama,compound genre maps to multiple normalized labels
15582_56168_0,Legal and administrative text,"[""legal"", ""administrative text""]",[],other,no top-label rule matched
12627_43382_0,,[],[],other,missing genre_raw
204_24605_1,,[],[],other,missing genre_raw
226_43_0,Political oratory,"[""political oratory""]",[],other,no top-label rule matched
220_29234_0,Nautical fiction,"[""nautical fiction""]",[],other,no top-label rule matched
6470_5639_0,,[],[],other,missing genre_raw
20701_72268_0,,[],[],other,missing genre_raw
15582_56177_0,Legal document,"[""legal document""]",[],other,no top-label rule matched
18008_65682_0,,[],[],other,missing genre_raw
26742_139165_1,Literary Realism,"[""literary realism""]",[],other,no top-label rule matched
154_71707_0,,[],[],other,missing genre_raw
2340_37905_0,Psychological novel,"[""psychological novel""]",[],other,no top-label rule matched
2314_29217_0,,[],[],other,missing genre_raw
16562_58867_0,Academic speech or letter,"[""academic speech or letter""]",[],other,no top-label rule matched
12117_38719_0,Biographical fiction,"[""biographical fiction""]",[],other,no top-label rule matched
19cTexts_1840-49_MarrFPJ_batch56,,[],[],other,missing genre_raw
1239_74203_0,Speech,"[""speech""]",[],other,no top-label rule matched
25496_91549_1,"Coming-of-age, adventure","[""coming of age"", ""adventure""]","[""children_young_adult"", ""adventure""]",children_young_adult,compound genre maps to multiple normalized labels
4501_64874_0,,[],[],other,missing genre_raw
2402_38053_0,,[],[],other,missing genre_raw
12165_38896_0,Philosophical/Religious essay,"[""philosophical"", ""religious essay""]","[""religious_philosophical"", ""nonfiction_essay""]",religious_philosophical,compound genre maps to multiple normalized labels
12688_43940_0,War literature,"[""war literature""]",[],other,no top-label rule matched
9893_25588_0,Opera,"[""opera""]",[],other,no top-label rule matched
14904_53628_0,Government document,"[""government document""]",[],other,no top-label rule matched
9824_25044_0,Scientific article,"[""scientific article""]",[],other,no top-label rule matched
521_5337_0,Survival fiction,"[""survival fiction""]",[],other,no top-label rule matched
9049_22104_0,,[],[],other,missing genre_raw
11286_32695_0,Biographical,"[""biographical""]",[],other,no top-label rule matched
20006_70486_0,,[],[],other,missing genre_raw
19cTexts_1870-79_YongCPF_batch228,Anthropological report,"[""anthropological report""]",[],other,no top-label rule matched
64676_1615_0,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
4743_129293_0,Adventure/thriller,"[""adventure"", ""thriller""]","[""adventure"", ""mystery_crime""]",adventure,compound genre maps to multiple normalized labels
11916_37312_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
13627_51717_0,,[],[],other,missing genre_raw
63023_79102_0,,[],[],other,missing genre_raw
15346_55132_0,,[],[],other,missing genre_raw
1210_52942_0,"Non-fiction, religious/spiritual","[""non fiction"", ""religious"", ""spiritual""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
15421_55305_0,Scholarly article,"[""scholarly article""]",[],other,no top-label rule matched
32494_76604_0,Literary catalog or book description,"[""literary catalog or book description""]",[],other,no top-label rule matched
6362_89035_0,War literature,"[""war literature""]",[],other,no top-label rule matched
2524_128890_0,"Historical fiction, drama","[""historical fiction"", ""drama""]","[""historical"", ""drama""]",historical,compound genre maps to multiple normalized labels
482_28374_0,,[],[],other,missing genre_raw
7481_116215_0,,[],[],other,missing genre_raw
30537_36657_0,"Fantasy, Adventure","[""fantasy"", ""adventure""]","[""speculative"", ""adventure""]",speculative,compound genre maps to multiple normalized labels
17406_61719_0,Realism,"[""realism""]",[],other,no top-label rule matched
14670_53297_0,,[],[],other,missing genre_raw
20783_72510_0,,[],[],other,missing genre_raw
3817_62872_0,"Coming-of-age, family drama","[""coming of age"", ""family drama""]","[""children_young_adult"", ""drama""]",children_young_adult,compound genre maps to multiple normalized labels
19cTexts_1890-99_ChurWRC_batch261,Sports fiction,"[""sports fiction""]",[],other,no top-label rule matched
9830_15668_0,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
2726_4198_0,"Medical drama, coming-of-age","[""medical drama"", ""coming of age""]","[""drama"", ""children_young_adult""]",drama,compound genre maps to multiple normalized labels
19cTexts_1880-89_HoweWRS_batch149,,[],[],other,missing genre_raw
583_83809_0,Legal fiction,"[""legal fiction""]",[],other,no top-label rule matched
11893_37155_0,War novel,"[""war novel""]",[],other,no top-label rule matched
15680_56364_0,Medical literature,"[""medical literature""]",[],other,no top-label rule matched
19cTexts_1830-39_ClarGE4_batch727,Biographical information,"[""biographical information""]",[],other,no top-label rule matched
11893_37156_0,War literature,"[""war literature""]",[],other,no top-label rule matched
12246_39639_0,Dialogue or conversation,"[""dialogue or conversation""]",[],other,no top-label rule matched
12230_39365_0,Political and military report,"[""political"", ""military report""]",[],other,no top-label rule matched
13851_69623_0,War literature,"[""war literature""]",[],other,no top-label rule matched
19cTexts_1880-89_FarrFLF_batch468,Historical/Religious,"[""historical"", ""religious""]","[""historical"", ""religious_philosophical""]",historical,compound genre maps to multiple normalized labels
5341_41836_0,"Coming-of-age, romance","[""coming of age"", ""romance""]","[""children_young_adult"", ""romance""]",children_young_adult,compound genre maps to multiple normalized labels
2340_37885_0,"Coming-of-age novel, romance","[""coming of age novel"", ""romance""]","[""children_young_adult"", ""romance""]",children_young_adult,compound genre maps to multiple normalized labels
20771_72405_0,Scientific article,"[""scientific article""]",[],other,no top-label rule matched
19cTexts_1860-69_LiddHDO_batch207,"Non-fiction, historical analysis","[""non fiction"", ""historical analysis""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
2020_60660_0,Adventure/fantasy,"[""adventure"", ""fantasy""]","[""adventure"", ""speculative""]",adventure,compound genre maps to multiple normalized labels
2420_47322_0,,[],[],other,missing genre_raw
8895_18814_0,"Drama, romance","[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
11071_31472_1,Anthropological study,"[""anthropological study""]",[],other,no top-label rule matched
20841_72697_0,Realist fiction,"[""realist fiction""]",[],other,no top-label rule matched
63493_1457_0,Mythological prose,"[""mythological prose""]",[],other,no top-label rule matched
30232_76142_0,Epistolary,"[""epistolary""]",[],other,no top-label rule matched
3499_15121_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
7522_100506_1,Social justice novel,"[""social justice novel""]",[],other,no top-label rule matched
63023_79117_1,,[],[],other,missing genre_raw
8961_21779_0,,[],[],other,missing genre_raw
2335_29487_0,,[],[],other,missing genre_raw
6980_139500_0,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
163_132961_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
12401_41149_0,War literature,"[""war literature""]",[],other,no top-label rule matched
20094_71136_0,,[],[],other,missing genre_raw
12889_45864_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
18982_66949_1,,[],[],other,missing genre_raw
19cTexts_1880-89_DextHCL_batch312,Academic/Research,"[""academic"", ""research""]",[],other,no top-label rule matched
9330_103998_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
1184_2145_0,"Historical novel, mystery","[""historical novel"", ""mystery""]","[""historical"", ""mystery_crime""]",historical,compound genre maps to multiple normalized labels
25776_120948_0,Dystopian fiction,"[""dystopian fiction""]",[],other,no top-label rule matched
4980_115855_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
26502_75690_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
2408_38227_0,Epistolary novel,"[""epistolary novel""]",[],other,no top-label rule matched
172_59831_0,"Fiction, Drama","[""fiction"", ""drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
19cTexts_1890-99_NewmEGO_batch126,"Non-fiction, historical analysis","[""non fiction"", ""historical analysis""]","[""nonfiction_essay"", ""historical""]",nonfiction_essay,compound genre maps to multiple normalized labels
2158_48734_1,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
4406_133519_1,Family saga,"[""family saga""]",[],other,no top-label rule matched
12698_44035_0,,[],[],other,missing genre_raw
19cTexts_1800-09_ScotWMS2_batch26,Literary analysis,"[""literary analysis""]",[],other,no top-label rule matched
1098_123102_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
14768_53449_0,Tragic fiction,"[""tragic fiction""]",[],other,no top-label rule matched
19cTexts_1800-09_HamiEF2_batch92,,[],[],other,missing genre_raw
13036_47978_0,War literature,"[""war literature""]",[],other,no top-label rule matched
16082_56942_0,,[],[],other,missing genre_raw
19884_69956_0,"Fiction, possibly comedy","[""fiction"", ""possibly comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
19375_68288_0,,[],[],other,missing genre_raw
10400_27289_0,Biographical literature,"[""biographical literature""]",[],other,no top-label rule matched
1044_90926_0,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
16111_57306_0,Political literature,"[""political literature""]",[],other,no top-label rule matched
12246_39593_0,,[],[],other,missing genre_raw
2795_118545_0,"Coming-of-age, family drama","[""coming of age"", ""family drama""]","[""children_young_adult"", ""drama""]",children_young_adult,compound genre maps to multiple normalized labels
19cTexts_1820-29_MurrLML_batch42,"Autobiography, religious literature","[""autobiography"", ""religious literature""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
1450_3950_0,Fictional conversation,"[""fictional conversation""]",[],other,no top-label rule matched
416_13260_1,"Coming-of-age, romance","[""coming of age"", ""romance""]","[""children_young_adult"", ""romance""]",children_young_adult,compound genre maps to multiple normalized labels
19cTexts_1880-89_DisrBE_batch105,Social fiction,"[""social fiction""]",[],other,no top-label rule matched
15347_55254_0,,[],[],other,missing genre_raw
32691_76641_0,"Fiction, possibly adventure or mystery","[""fiction"", ""possibly adventure or mystery""]","[""general_fiction"", ""adventure""]",general_fiction,compound genre maps to multiple normalized labels
3728_95511_0,Letter,"[""letter""]",[],other,no top-label rule matched
30102_76096_0,,[],[],other,missing genre_raw
21290_73105_0,,[],[],other,missing genre_raw
7459_11686_0,,[],[],other,missing genre_raw
16561_58850_0,Medical treatise,"[""medical treatise""]",[],other,no top-label rule matched
19cTexts_1830-39_ClarGE4_batch417,Biographical or promotional piece,"[""biographical or promotional piece""]",[],other,no top-label rule matched
19cTexts_1820-29_EdgeMHL_batch11,Educational/Informative,"[""educational"", ""informative""]",[],other,no top-label rule matched
19cTexts_1880-89_DextHCL_batch1139,"Non-fiction, religious literature","[""non fiction"", ""religious literature""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
19cTexts_1840-49_CunnALS3_batch201,,[],[],other,missing genre_raw
2637_41635_0,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
18737_66833_0,"Realistic fiction, possibly historical fiction","[""realistic fiction"", ""possibly historical fiction""]","[""general_fiction"", ""historical""]",general_fiction,compound genre maps to multiple normalized labels
12276_40144_0,Anthropological study,"[""anthropological study""]",[],other,no top-label rule matched
19cTexts_1800-09_SoutRTD_batch32,,[],[],other,missing genre_raw
19cTexts_1810-19_DavyHM_batch72,,[],[],other,missing genre_raw
15115_54522_0,,[],[],other,missing genre_raw
2409_46939_0,,[],[],other,missing genre_raw
11769_36842_0,Military report,"[""military report""]",[],other,no top-label rule matched
19cTexts_1820-29_AikiLMC2_batch110,Political critique,"[""political critique""]",[],other,no top-label rule matched
19cTexts_1820-29_BadcJRL_batch393,,[],[],other,missing genre_raw
25014_46983_0,,[],[],other,missing genre_raw
16443_58537_0,,[],[],other,missing genre_raw
215_83409_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
49685_78009_0,Reference,"[""reference""]",[],other,no top-label rule matched
3536_31340_0,,[],[],other,missing genre_raw
14995_53778_0,"Character study, social commentary","[""character study"", ""social commentary""]","[""general_fiction"", ""nonfiction_essay""]",general_fiction,compound genre maps to multiple normalized labels
9314_107725_0,Medical fiction,"[""medical fiction""]",[],other,no top-label rule matched
27142_75796_0,,[],[],other,missing genre_raw
15347_55195_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
17035_60231_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
15724_56657_0,,[],[],other,missing genre_raw
12889_45875_0,Cultural analysis,"[""cultural analysis""]",[],other,no top-label rule matched
17410_61827_0,,[],[],other,missing genre_raw
11293_32843_0,Art critique,"[""art critique""]",[],other,no top-label rule matched
8915_19031_0,"Fantasy, mystery","[""fantasy"", ""mystery""]","[""speculative"", ""mystery_crime""]",speculative,compound genre maps to multiple normalized labels
73_32966_0,War literature,"[""war literature""]",[],other,no top-label rule matched
29220_77473_0,Experimental fiction,"[""experimental fiction""]",[],other,no top-label rule matched
11024_30800_1,,[],[],other,missing genre_raw
4282_100859_0,"Adventure, coming-of-age","[""adventure"", ""coming of age""]","[""adventure"", ""children_young_adult""]",adventure,compound genre maps to multiple normalized labels
13507_51189_0,"Fiction, possibly psychological drama","[""fiction"", ""possibly psychological drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
2638_55401_0,"Fiction, possibly romance or drama","[""fiction"", ""possibly romance or drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
27174_125483_0,Christmas story,"[""christmas story""]",[],other,no top-label rule matched
18737_66834_0,,[],[],other,missing genre_raw
19cTexts_1880-89_HoweWRS_batch153,War story,"[""war story""]",[],other,no top-label rule matched
532_111301_0,Rural literature,"[""rural literature""]",[],other,no top-label rule matched
9082_22419_0,Prose,"[""prose""]",[],other,no top-label rule matched
4600_110435_0,"Fiction, Drama","[""fiction"", ""drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
17341_61664_1,,[],[],other,missing genre_raw
7512_12114_0,,[],[],other,missing genre_raw
10215_26492_0,,[],[],other,missing genre_raw
63998_1490_0,Anthropological study,"[""anthropological study""]",[],other,no top-label rule matched
19500_32561_1,,[],[],other,missing genre_raw
19cTexts_1840-49_LoveJMR_batch182,Personal correspondence,"[""personal correspondence""]",[],other,no top-label rule matched
17503_62396_0,,[],[],other,missing genre_raw
8895_18794_0,Descriptive prose,"[""descriptive prose""]",[],other,no top-label rule matched
17338_61447_0,Political novel,"[""political novel""]",[],other,no top-label rule matched
35817_77202_1,,[],[],other,missing genre_raw
5104_2667_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
32_49087_0,"Fiction, possibly romance or domestic drama","[""fiction"", ""possibly romance or domestic drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
4501_64818_0,,[],[],other,missing genre_raw
1268_7670_0,Technical manual,"[""technical manual""]",[],other,no top-label rule matched
19885_69978_0,Self-help/Advice,"[""self help"", ""advice""]",[],other,no top-label rule matched
13156_48969_0,,[],[],other,missing genre_raw
12250_39750_0,Fable,"[""fable""]",[],other,no top-label rule matched
16082_56928_0,,[],[],other,missing genre_raw
6840_39232_1,"Fiction, possibly comedy","[""fiction"", ""possibly comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
1587_131111_0,"Fiction, possibly drama or psychological novel","[""fiction"", ""possibly drama or psychological novel""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
19cTexts_1820-29_ElmeJML_batch375,Scientific literature,"[""scientific literature""]",[],other,no top-label rule matched
1376_68747_0,"Fiction, possibly psychological drama","[""fiction"", ""possibly psychological drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
4553_110272_0,"Historical fiction, family drama","[""historical fiction"", ""family drama""]","[""historical"", ""drama""]",historical,compound genre maps to multiple normalized labels
19cTexts_1890-99_NewmEGO_batch49,Music critique,"[""music critique""]",[],other,no top-label rule matched
6927_120567_0,School story,"[""school story""]",[],other,no top-label rule matched
2037_100723_0,Satirical fiction,"[""satirical fiction""]",[],other,no top-label rule matched
3726_14413_1,Erotica,"[""erotica""]",[],other,no top-label rule matched
19cTexts_1810-19_WilkJMM2_batch78,Legal document,"[""legal document""]",[],other,no top-label rule matched
13851_69623_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
11596_35677_0,,[],[],other,missing genre_raw
10825_29876_0,"Character study, family drama","[""character study"", ""family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
11529_35217_0,Business fiction,"[""business fiction""]",[],other,no top-label rule matched
12457_41597_0,,[],[],other,missing genre_raw
19cTexts_1800-09_EdgeMF2_batch16,Epistolary fiction,"[""epistolary fiction""]",[],other,no top-label rule matched
12399_41105_0,Fairy tale,"[""fairy tale""]",[],other,no top-label rule matched
35817_77198_0,Moral tale,"[""moral tale""]",[],other,no top-label rule matched
19cTexts_1820-29_EmmoRFO3_batch39,Supernatural fiction,"[""supernatural fiction""]",[],other,no top-label rule matched
19cTexts_1860-69_BourHEM_batch448,Biographical literature,"[""biographical literature""]",[],other,no top-label rule matched
27142_75795_0,Poetic prose,"[""poetic prose""]",[],other,no top-label rule matched
19cTexts_1860-69_LeveCLA_batch9,Fictional dialogue,"[""fictional dialogue""]",[],other,no top-label rule matched
11206_32190_0,Scientific text,"[""scientific text""]",[],other,no top-label rule matched
13175_49007_0,,[],[],other,missing genre_raw
4276_71457_0,"Drama, Romance","[""drama"", ""romance""]","[""drama"", ""romance""]",drama,compound genre maps to multiple normalized labels
30142_4854_0,Contemporary fiction,"[""contemporary fiction""]",[],other,no top-label rule matched
2391_88850_0,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
16489_58758_0,,[],[],other,missing genre_raw
16489_58731_0,"Non-fiction, philosophical essay","[""non fiction"", ""philosophical essay""]","[""nonfiction_essay"", ""religious_philosophical""]",nonfiction_essay,compound genre maps to multiple normalized labels
9200_22941_0,,[],[],other,missing genre_raw
2602_128983_0,"Adventure, historical novel","[""adventure"", ""historical novel""]","[""adventure"", ""historical""]",adventure,compound genre maps to multiple normalized labels
1825_79064_1,Animal fiction,"[""animal fiction""]",[],other,no top-label rule matched
2351_137268_0,Political fiction,"[""political fiction""]",[],other,no top-label rule matched
25305_60872_0,Erotic literature,"[""erotic literature""]",[],other,no top-label rule matched
21289_73052_0,"Domestic fiction, comedy","[""domestic fiction"", ""comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
19cTexts_1820-29_MothWMA_batch66,Folklore,"[""folklore""]",[],other,no top-label rule matched
3424_61308_0,Survival fiction,"[""survival fiction""]",[],other,no top-label rule matched
12247_39711_0,Sports or competition announcement,"[""sports or competition announcement""]",[],other,no top-label rule matched
19cTexts_1860-69_FarrACH_batch372,Academic writing,"[""academic writing""]",[],other,no top-label rule matched
17731_76345_0,,[],[],other,missing genre_raw
30232_76143_0,"Slice of life, comedy","[""slice of life"", ""comedy""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
29452_24514_0,"Fiction, possibly drama","[""fiction"", ""possibly drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
7022_9432_0,Drama/Fantasy,"[""drama"", ""fantasy""]","[""drama"", ""speculative""]",drama,compound genre maps to multiple normalized labels
514_1472_0,"Coming-of-age, family drama","[""coming of age"", ""family drama""]","[""children_young_adult"", ""drama""]",children_young_adult,compound genre maps to multiple normalized labels
3728_95511_1,Epistolary,"[""epistolary""]",[],other,no top-label rule matched
959_31767_1,"Fantasy, children's literature","[""fantasy"", ""children s literature""]","[""speculative"", ""children_young_adult""]",speculative,compound genre maps to multiple normalized labels
25053_63977_0,Erotic literature,"[""erotic literature""]",[],other,no top-label rule matched
2830_120318_0,Satirical short story,"[""satirical short story""]",[],other,no top-label rule matched
560_68633_0,"Mystery, adventure","[""mystery"", ""adventure""]","[""mystery_crime"", ""adventure""]",mystery_crime,compound genre maps to multiple normalized labels
19cTexts_1870-79_AlcoLOG_batch7,"Coming-of-age, historical fiction","[""coming of age"", ""historical fiction""]","[""children_young_adult"", ""historical""]",children_young_adult,compound genre maps to multiple normalized labels
1190_118434_0,Realism,"[""realism""]",[],other,no top-label rule matched
11024_30747_0,,[],[],other,missing genre_raw
310_68384_0,Autobiographical fiction,"[""autobiographical fiction""]",[],other,no top-label rule matched
11622_35781_0,Revenge novel,"[""revenge novel""]",[],other,no top-label rule matched
20701_72263_0,Moral allegory,"[""moral allegory""]",[],other,no top-label rule matched
30102_76095_0,,[],[],other,missing genre_raw
8915_19032_0,"Coming-of-age, fantasy","[""coming of age"", ""fantasy""]","[""children_young_adult"", ""speculative""]",children_young_adult,compound genre maps to multiple normalized labels
9158_22675_0,,[],[],other,missing genre_raw
1947_25354_0,"Historical novel, romance","[""historical novel"", ""romance""]","[""historical"", ""romance""]",historical,compound genre maps to multiple normalized labels
1688_60398_1,Social realism,"[""social realism""]",[],other,no top-label rule matched
11323_76259_0,"Fiction, possibly romance","[""fiction"", ""possibly romance""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
9824_25047_0,Scientific article,"[""scientific article""]",[],other,no top-label rule matched
19cTexts_1800-09_ScotWMS1_batch101,Ballad,"[""ballad""]",[],other,no top-label rule matched
12399_41096_0,"Adventure, travel narrative","[""adventure"", ""travel narrative""]","[""adventure"", ""nonfiction_essay""]",adventure,compound genre maps to multiple normalized labels
19cTexts_1860-69_RedpJPL_batch149,Legal document,"[""legal document""]",[],other,no top-label rule matched
6892_8642_0,,[],[],other,missing genre_raw
179_62309_0,"Fiction, perhaps romance or social novel","[""fiction"", ""perhaps romance or social novel""]","[""general_fiction"", ""romance""]",general_fiction,compound genre maps to multiple normalized labels
11195_23201_0,,[],[],other,missing genre_raw
19427_68410_0,Letter,"[""letter""]",[],other,no top-label rule matched
12627_43383_0,Descriptive passage,"[""descriptive passage""]",[],other,no top-label rule matched
16920_59213_0,Legal text,"[""legal text""]",[],other,no top-label rule matched
11049_31184_0,Realism,"[""realism""]",[],other,no top-label rule matched
62122_79001_0,,[],[],other,missing genre_raw
2393_131397_0,Farming fiction,"[""farming fiction""]",[],other,no top-label rule matched
4050_119507_0,"Fiction, possibly coming-of-age or family drama","[""fiction"", ""possibly coming of age or family drama""]","[""general_fiction"", ""drama""]",general_fiction,compound genre maps to multiple normalized labels
21581_73867_0,Sermon,"[""sermon""]",[],other,no top-label rule matched
26502_75703_0,"Fiction, possibly comedy or travelogue","[""fiction"", ""possibly comedy or travelogue""]","[""general_fiction"", ""comedy_satire""]",general_fiction,compound genre maps to multiple normalized labels
2320_29394_0,,[],[],other,missing genre_raw
19cTexts_1820-29_EganPLI_batch84,Art critique,"[""art critique""]",[],other,no top-label rule matched
2100_19724_0,,[],[],other,missing genre_raw
14620_53209_0,Political or patriotic literature,"[""political or patriotic literature""]",[],other,no top-label rule matched
